char,pinyin,division,code
樒,mi4,木宀心㇒山,IWPM
樓,lou2,木口十口女,IOOC
樔,chao1,木巛日木,ICKI
樔,chao2,木巛日木,ICKI
樔,jiao3,木巛日木,ICKI
樕,su4,木木口欠,IIOQ
樖,ke1,人一口木丁口,UGEO
樗,chu1,木雨一丂,IJGE
樘,cheng3,木⺌冖口土,INOJ
樘,tang2,木⺌冖口土,INOJ
標,biao1,木覀示,IEFs
樚,du2,木鹿,IWl
樚,lu4,木鹿,IWl
樛,jiu1,木羽𠆢彡,ICUS
樜,zhe4,木广卄一灬,IWGX
樝,zha1,木虍且,ILNq
樞,shu1,木匚口口口,IFOO
樟,zhang1,木立早,IYKz
樠,men2,木卄一巾入入,IHVV
模,mo2,木艹日大,IHKF
模,mu2,木艹日大,IHKF
樢,mu4,木鳥,IUn
樢,niao3,木鳥,IUn
樣,yang4,木䒑土丶水,IXWA
樤,tiao2,木亻丨夂朩,ITVI
樥,peng2,木艹夂丰,IHVI
樦,zhu4,木𥫗丶王,IPWE
樧,sha1,木㐅木殳,ITIQ
樨,xi1,木尸氺牛,IDAP
権,quan2,木𠂉一隹,IPGT
横,guang1,木龷由八,IHKT
横,guang4,木龷由八,IHKT
横,heng2,木龷由八,IHKT
横,heng4,木龷由八,IHKT
横,huang2,木龷由八,IHKT
横,huang4,木龷由八,IHKT
樫,jian1,木臣又土,IFDJ
樬,cong1,木{囟框}夊心,IUVR
樭,ji1,木其土,IHJv
樮,yan1,木覀火,IEXv
樯,qiang2,木十䒑囗口,IENO
樰,xue3,木雨彐,IJBu
樱,ying1,木贝贝女,IMMC
樲,er4,木弋二貝,IFEN
樳,xun2,木彐工口寸,IBOI
樴,zhi2,木音戈,IYFg
樵,qiao2,木隹灬,ITXh
樶,zui1,木日耳又,IKHD
樷,cong2,木木耳又,IIHD
樸,pu3,木〢䒑䒑夫,ILXJ
樹,shu4,木士口䒑寸,IJXI
樺,hua4,木艹干龷,IHEH
樻,kui4,木口丄貝,IOON
樼,zhen1,木尸子子子,IDBB
樽,zun1,木丷酉寸,IXEI
樾,yue4,木走戈𠄌,IJFC
樿,zhan3,木口口日十,IOKE
橀,xi1,木亠厶𫶧皿,IYVM
橁,xun2,木𥫗勹日,IPSK
橂,dian4,木丷酉大,IXEF
橃,fa2,木癶弓殳,IDDQ
橃,fei4,木癶弓殳,IDDQ
橄,gan3,木乛耳攵,IBHP
橅,mo2,木𠂉卌一灬,IPGX
橆,wu3,𠂉卌一木木,PHII
橇,qiao1,木毛毛毛,IRRR
橈,rao2,木土土土兀,IJJG
橉,lin4,木米夕㐄,IXQF
橊,liu2,木丌匚コ田,IHDK
橋,qiao2,木夭口冂口,IRMO
橌,xian4,木門月,INSv
橍,run4,木門王,INEv
橎,fan2,木㇒米田,IPXK
橏,jian3,木羊䒑口,IXXO
橏,zhan3,木羊䒑口,IXXO
橐,tuo2,十口冖石木,EOGI
橑,lao3,木大丷日小,IFKC
橒,yun2,木雨二厶,IJEA
橓,shun4,木爫冖夕㐄,IVQF
橔,dun1,木亠口子攵,IYBP
橔,tui2,木亠口子攵,IYBP
橕,cheng1,木⺌冖口牙,INOF
橖,cheng1,木⺌冖口木,INOI
橖,tang2,木⺌冖口木,INOI
橗,meng2,木艹日月,IHKS
橘,ju2,木矛冂八口,IBTO
橙,cheng2,木癶一口䒑,IDOX
橚,su4,木彐十片爿,IBTA
橛,jue2,木厂䒑䶹欠,IGAQ
橜,jue2,厂䒑䶹欠木,GXIc
橝,dian4,木覀早,IEKz
橝,tan2,木覀早,IEKz
橝,xin2,木覀早,IEKz
橞,hui4,木車⼂心,IJWR
機,ji1,木幺幺戈人,IAFU
橠,nuo2,木衣夕夕,IWQQ
橠,nuo3,木衣夕夕,IWQQ
橡,xiang4,木⺈口𧰨,IQOR
橢,tuo3,木阝𠂇工⺝,IBIS
橣,ning3,木宀心用,IWRS
橤,rui3,心心心木,RRIx
橥,zhu1,犭耂日木,VJIq
橦,chong1,木音土,IYJv
橦,chuang2,木音土,IYJv
橦,tong2,木音土,IYJv
橦,zhong1,木音土,IYJv
橧,zeng1,木丷𫩏丷日,IXXK
橨,fei4,木十廾貝,IEHN
橨,fen2,木十廾貝,IEHN
橨,fen4,木十廾貝,IEHN
橩,qiong2,木火𠃍二,IXBE
橪,ran3,木{炙上}犬灬,ISJX
橪,yan1,木{炙上}犬灬,ISJX
橫,heng2,木艹二田八,IHKT
橫,heng4,木艹二田八,IHKT
橬,qian2,木匚儿匚儿日,IFVK
橬,qin2,木匚儿匚儿日,IFVK
橭,gu1,木古辛,IJYx
橮,liu3,木{卬左}⼂刀貝,IVDN
橯,lao4,木火火冖力,IXQC
橰,gao1,木自冫{飞右}十,ITTE
橱,chu2,木厂一口䒑寸,IGXI
橲,xi3,木士口䒑口,IJXO
橳,sheng4,木月丷夫力,ISJC
橴,zi3,木止匕糸,ILVA
橵,zan1,木龷⺝攵,IHSP
橶,ji2,木十早戈,IEKF
橷,dou1,木白丬匕儿,IUVV
橸,jing1,木日日日,IKKK
橹,lu3,木鱼日,IQKv
橺,xian4,木門日,INKv
橻,chu5,木コ十コ十コ十,IDDE
橻,cu1,木コ十コ十コ十,IDDE
橼,yuan2,木纟{互中}豕,ICCG
橽,ta4,木土羊辶,IJXZ
橾,qiao1,木口口口木,IOOI
橾,shu1,木口口口木,IOOI
橿,jiang1,木三田田,IIKK
檀,tan2,木亠囗口日一,IYKG
檁,lin3,木亠囗口禾,IYOR
檂,nong2,木冂龷辰,IMHG
檃,yin3,阝爫工彐木,BVBI
檄,xi2,木白方攵,IUYP
檅,sui4,木止戊一𣥂,ILGN
檆,shan1,木火火⺊口,IXLO
檇,zui4,木隹{雋下},ITMu
檈,xuan2,木罒一口𧘇,IMOR
檉,cheng1,木耳口王,IHOE
檊,gan4,木十早𠆢干,IEUE
檋,ju2,木龷八車,IHTJ
檌,zui4,木罒非,IMLf
檍,yi4,木音心,IYRx
檎,qin2,木𠆢文凵冂厶,IUMA
檏,pu3,木〢䒑䒑未,ILXI
檐,yan2,木⺈厂八言,IQTY
檑,lei2,木雨田,IJKt
檒,feng1,木木風,IIQf
檓,hui3,木臼工殳,IUIQ
檔,dang3,木⺌冖口田,INOK
檔,dang4,木⺌冖口田,INOK
檕,ji4,車凵殳木,JAIc
檖,sui4,木䒑𧰨辶,IXRZ
檗,bo4,尸口辛木,DOYI
檘,bo4,木尸口辛,IDOY
檘,ping2,木尸口辛,IDOY
檙,cheng2,木目爿片,INAT
檚,chu3,木木木乛龰,IIBL
檛,zhua1,木冎口辶,INOZ
檜,gui4,木人一𫩏丷日,IUXK
檜,hui4,木人一𫩏丷日,IUXK
檝,ji2,木口耳戈,IOHF
檞,jie3,木⺈用刀牛,IQDP
檞,xie4,木⺈用刀牛,IQDP
檟,jia3,木覀貝,IENb
檠,qing2,艹勹口攵木,HSPI
檡,shi4,木罒土䒑十,IMXE
檡,tu2,木罒土䒑十,IMXE
檡,zhai2,木罒土䒑十,IMXE
檢,jian3,木僉,IUq
檣,qiang2,木土人人囗口,IJNO
檤,dao4,木䒑自辶,IXTZ
檥,yi3,木䒑土㇒扌戈,IXFF
檦,biao3,木覀示刂,IEFL
檧,song1,木艹⼓{两撇}丶心,IHWR
檨,she1,木䒑土冫欠,IXXQ
檩,lin3,木亠囗口示,IYOF
檪,,木白冫{飞右}木,IUTI
檫,cha2,木宀{祭上}示,IWSF
檫,sa4,木宀{祭上}示,IWSF
檬,meng2,木艹冖一豕,IHGG
檭,yin2,木釒艮,IVBg
檮,tao2,木士乛工一口寸,IJOI
檯,tai2,木士口冖至,IJQF
檰,mian2,木糹白巾,IAUM
檱,qi2,木𥫗其,IPHq
檲,tuan2,木囗車⼂寸,INWI
檳,bing1,木宀一𣥂貝,IWNN
檴,huo4,木艹隹又,IHTD
檵,ji4,木幺幺一幺幺𠃊,IAAC
檵,qi3,木幺幺一幺幺𠃊,IAAC
檶,qian1,木大匚口口口,IFOO
檷,mi2,木爾,IJe
檷,ni3,木爾,IJe
檸,ning2,木宀心皿丁,IWME
檹,yi1,木方𠂉大丁口,IYEO
檺,gao3,木亠口冖豕,IYQG
檻,jian4,木臣{⺮右}皿,IFPM
檻,kan3,木臣{⺮右}皿,IFPM
檼,yin4,木爫工彐心,IVBR
檽,nou4,木雨而,IJGe
檽,ru2,木雨而,IJGe
檽,ruan3,木雨而,IJGe
檾,qing3,火火冖木木,XXII
檿,yan3,厂日⺝犬木,GKIc
櫀,qi2,木其糸,IHAv
櫁,mi4,木宀心㇒虫,IWPL
櫂,zhao4,木羽隹,ICTw
櫃,gui4,木匚口丄貝,IFON
櫄,chun1,木千黑,IRMh
櫅,ji1,木亠丷⼁刀{卬左}⼂{介下}二,IYTE
櫅,ji4,木亠丷⼁刀{卬左}⼂{介下}二,IYTE
櫆,kui2,木鬼⺀十,IUZE
櫇,po2,木皮頁,IDGy
櫈,deng4,木癶一口䒑几,IDXQ
櫉,chu2,木厂士口䒑寸,IGXI
櫊,ge2,木門夂口,INVO
櫋,mian2,木自穴方,ITWY
櫌,you1,木丆月冖心夊,IGRV
櫍,zhi4,木𠂆丅𠂆丅貝,IRJN
櫎,gu3,木广龷由八,IWKT
櫎,guang4,木广龷由八,IWKT
櫎,guo3,木广龷由八,IWKT
櫎,huang3,木广龷由八,IWKT
櫏,qian1,木覀大巳辶,IEDZ
櫐,lei3,田田田木,KKIt
櫑,lei2,木田田田,IKKK
櫑,lei3,木田田田,IKKK
櫒,sa4,木艹{祭上}示,IHSF
櫓,lu3,木魚日,IQKv
櫔,li4,木厂艹禺,IGHK
櫕,cuan2,木夫夫貝,IJJN
櫖,chu1,木虍田心,ILKR
櫖,lv4,木虍田心,ILKR
櫗,mei4,木艹罒戊丶,IHFW
櫗,mie4,木艹罒戊丶,IHFW
櫘,hui4,木丰丰彐心,IIBR
櫙,ou1,木艹匚口口口,IHOO
櫚,lv2,木門口口,INOO
櫛,jie2,木𥫗⺕厶卩,IPAA
櫛,zhi4,木𥫗⺕厶卩,IPAA
櫜,gao1,十口冖夂卜口木,EOOI
櫝,du2,木士罒貝,IJMN
櫞,yuan2,木糹{互中}豕,IACG
櫟,li4,木白幺幺木,IUAI
櫠,fei4,木广癶弓殳,IWDQ
櫡,zhu4,木𥫗耂日,IPJK
櫡,zhuo2,木𥫗耂日,IPJK
櫢,sou3,木口十口女攵,IOCP
櫣,lian2,木艹車辶,IHJZ
櫤,jiang4,木𥫗䒑⺝刂,IPSL
櫥,chu2,木广士口䒑寸,IWXI
櫦,qing4,木{鹿上}乛心夊,IWRV
櫧,zhu1,木訁耂日,IYJK
櫨,lu2,木虍田皿,ILKM
櫩,yan2,木門⺈臼,INQU
櫩,yan3,木門⺈臼,INQU
櫪,li4,木厂禾禾止,IGRL
櫫,zhu1,豕耂日木,GJIs
櫬,chen4,木立朩見,IYIN
櫭,ji4,木⺕厶匚儿日一,IBKG
櫭,jie2,木⺕厶匚儿日一,IBKG
櫮,e4,木王㗊,IEOj
櫯,su1,木魚禾,IQRv
櫰,gui1,木衣罒水,IWMA
櫰,huai2,木衣罒水,IWMA
櫱,nie4,䶹𠂤辛木,AUYI
櫲,yu4,木予⺈口𧰨,IBOR
櫳,long2,木立⺝{龍右},IYSL
櫴,lai4,木木口⺈貝,IIQN
櫵,qiao2,木艹隹灬,IHTX
櫶,xian3,木宀丰罒心,IWMR
櫷,gui1,木㇒{龜下},IPOm
櫸,ju3,木𦥑丂丄八キ,IUTF
櫹,xiao1,木艹彐十片爿,IHTA
櫺,ling2,木雨口口口,IJOO
櫻,ying1,木貝貝女,INNC
櫼,jian1,木人人戈非一,IULG
櫼,shan1,木人人戈非一,IULG
櫽,yin3,阝爫工彐心木,BVRI
櫾,you2,木爫缶㇒糸,IVPA
櫾,you4,木爫缶㇒糸,IVPA
櫿,ying2,木火火冖口口,IXOO
欀,xiang1,木衣口口一龷,IWGH
欁,nong2,木冂龷辰木,IMGI
欂,bo2,木艹氵甫寸,IHEI
欃,chan2,木⺈口比⺈口儿丶,IQVW
欄,lan2,木門木囗丷,INNX
欅,ju3,木𦥑丂丄八手,IUTR
欆,shuang1,木隹隹又,ITTD
欇,she4,木耳耳耳,IHHH
欈,wei2,木山隹冂八口,IMTO
欈,zui4,木山隹冂八口,IMTO
欉,cong2,木〢䒑䒑十耳又,ILHD
權,quan2,木艹口口隹,IHOT
欋,qu2,木目目隹,INNT
欌,cang2,木艹戈爿臣,IHAF
欍,jiu4,木艹隹臼,IHTU
欎,yu4,木㐅乂木冖⺕厶寸,ITAI
欏,luo2,木罒糹隹,IMAT
欏,luo3,木罒糹隹,IMAT
欐,li4,木一冂⺀一冂鹿,IGMW
欑,cuan2,木𠂒儿𠂒儿貝,IPVN
欑,zuan4,木𠂒儿𠂒儿貝,IPVN
欒,luan2,言糹糸木,YAAI
欓,dang3,木⺌冖口黑,INOM
欓,tang3,木⺌冖口黑,INOM
欔,jue2,木目目隹又,INTD
欕,yan2,木口口厂乛耳攵,IOHP
欖,lan3,木臣𠂉丶罒見,IFMN
欗,lan2,木艹門木囗丷,IHNX
欘,zhu2,木尸氺罒勹虫,IDSL
欙,lei2,木田田田糸,IKKA
欚,li3,木{互中}豕虫虫,ICLL
欛,ba4,木雨革月,IJHS
欜,nang2,木十口冖口口一龷𧘇,IEHR
欝,yu4,木㐅乂木罒⺕厶寸,ITAI
欞,ling2,木雨口口口工人人,IJUU
欟,guan4,木艹口口隹見,IHTN
欠,qian4,欠,Qq
次,ci4,冫欠,XQqs
欢,huan1,又欠,DQqo
欣,xin1,𠂆丅欠,RJQq
欤,yu2,丂一欠,EGQk
欥,huan1,日欠,KQq
欥,yi4,日欠,KQq
欥,yu4,日欠,KQq
欦,han1,𠆢丶乛欠,UWBQ
欦,qian1,𠆢丶乛欠,UWBQ
欦,qian2,𠆢丶乛欠,UWBQ
欦,xian1,𠆢丶乛欠,UWBQ
欧,ou1,匚㐅欠,FTQf
欨,xu1,勹口欠,SOQq
欩,chao1,刀口欠,DOQd
欪,chu4,屮凵欠,AAQq
欪,qu4,屮凵欠,AAQq
欪,xi4,屮凵欠,AAQq
欫,qi4,𠂉一止欠,PGLQ
欬,kai4,亥欠,YQqh
欭,yi4,囗大欠,NFQw
欭,yin1,囗大欠,NFQw
欮,jue2,䒑䶹欠,XAQq
欯,kai4,士口欠,JOQq
欯,xi4,士口欠,JOQq
欰,xu4,㇒皿欠,PMQq
欱,he1,人一口欠,UGOQ
欱,xia2,人一口欠,UGOQ
欲,yu4,八𠆢口欠,TUOQ
欳,kui4,⺊𠕁欠,LMQq
欴,lang2,⼂彐厶欠,WBAQ
欵,kuan3,匕矢欠,VPQi
欶,shuo4,木口欠,IOQq
欷,xi1,㐅𠂇巾欠,THQi
欸,ai3,厶矢欠,APQi
欸,eh1,厶矢欠,APQi
欸,ei1,厶矢欠,APQi
欹,yi1,大丁口欠,FEQd
欺,qi1,其欠,HQqq
欻,chua1,火火欠,XXQq
欻,hu1,火火欠,XXQq
欼,chi3,又又又又欠,DDQo
欽,qin1,釒欠,VQq
款,kuan3,士示欠,JFQq
欿,kan3,⺈臼欠,QUQq
歀,kuan3,木示欠,IFQq
歁,kan3,其𠃊欠,HCQq
歂,chuan2,山而欠,MGQq
歂,chuan3,山而欠,MGQq
歃,sha4,千臼欠,RUQq
歄,gua1,冎口欠,NOQq
歅,yin1,覀土欠,EJQx
歆,xin1,音欠,YQqn
歇,xie1,日勹人𠃊欠,KSCQ
歈,yu2,人一⺝刂欠,UGLQ
歉,qian4,䒑⺕〢八欠,XBTQ
歊,xiao1,亠口冂口欠,YOOQ
歋,ye4,𠂆虍几欠,RLQQ
歌,ge1,丁口丁口欠,EOQd
歍,wu1,烏欠,UQqw
歍,yang1,烏欠,UQqw
歎,tan4,卄一口夫欠,HGJQ
歏,jin4,革二欠,HEQg
歏,qun1,革二欠,HEQg
歐,ou1,匚口口口欠,FOQf
歑,hu1,虍⼃丷{于下}欠,LPQh
歒,ti4,亠丷冂古欠,YXJQ
歒,xiao1,亠丷冂古欠,YXJQ
歓,huan1,𠂉一隹欠,PGTQ
歔,xu1,虍〢䒑欠,LLQh
歕,pen1,十廾貝欠,EHNQ
歕,pen4,十廾貝欠,EHNQ
歖,xi3,士口䒑口欠,JOOQ
歖,yi3,士口䒑口欠,JOOQ
歗,xiao4,彐十片爿欠,BEAQ
歘,chua1,火火火欠,XXXQ
歙,she4,人一口羽欠,UGCQ
歚,shan4,羊䒑口欠,XXQy
歛,lian3,僉欠,UQqq
歛,lian4,僉欠,UQqq
歜,chu4,罒勹虫欠,MSQw
歝,yi4,罒土䒑十欠,MJQw
歞,e4,日幺幺灬欠,KAXQ
歟,yu2,𦥑丂丄八欠,UETQ
歠,chuo4,又又又又酉欠,DDQo
歡,huan1,艹口口隹欠,HOTQ
止,zhi3,止,Lz
正,zheng1,一止,GLz
正,zheng4,一止,GLz
此,ci3,止匕,LViz
步,bu4,止𣥂,LNuz
武,wu3,一戈止,GFLz
歧,qi2,止十又,LEDz
歨,bu4,止龰,LLuz
歩,bu4,止𡭔㇒,LCPz
歪,wai1,不一止,GGLb
歫,ju4,止匚コ,LFDz
歬,qian2,止舟,LRoz
歭,chi2,止土寸,LJIz
歭,zhi4,止土寸,LJIz
歮,se4,止止止,LLLz
歯,chi3,止米凵,LXAz
歰,se4,刀⼂止刀⼂止,DWLd
歱,zhong3,止㇒車一,LPGz
歲,sui4,止戊一𣥂,LFNz
歳,sui4,止戊一小,LFCz
歴,li4,厂木木止,GILc
歵,cuo4,止龶貝,LENz
歶,yu2,止匕禺,LVKz
歷,li4,厂禾禾止,GRLc
歸,gui1,𠂤止彐冖巾,ULMd
歹,dai3,歹,Gd
歺,dai3,⺊夕,LQx
死,si3,歹匕,GVid
歼,jian1,歹千,GRqd
歽,zhe2,歹𠂆丅,GRJd
歾,mo4,歹⼓{两撇},GSSd
歿,mo4,歹又,GQDd
殀,yao3,歹夭,GRyd
殁,mo4,歹殳,GQsd
殁,wen3,歹殳,GQsd
殂,cu2,歹且,GNqd
殃,yang1,歹冂大,GMFd
殄,tian3,歹𠆢彡,GUSd
殅,sheng1,歹生,GPsd
殆,dai4,歹厶口,GAOd
殇,shang1,歹𠂉𠄎{两撇},GPSd
殈,xu4,歹㇒皿,GPMd
殉,xun4,歹勹日,GSKd
殊,shu1,歹㇒未,GPId
残,can2,歹一戈,GGFd
殌,jue2,歹一巛工,GGId
殍,piao3,歹爫子,GVBd
殎,qia4,歹大人人,GFUd
殏,qiu2,歹一氺丶,GGWd
殐,su4,歹木口,GIOd
殑,qing2,歹古儿,GJVd
殒,yun3,歹口贝,GOMd
殓,lian4,歹人二⺍,GUZd
殔,yi4,歹⺕氺,GBAd
殕,bo2,歹立口,GYOd
殕,fou3,歹立口,GYOd
殕,ye4,歹立口,GYOd
殖,zhi2,歹十{具上},GENd
殗,ye4,歹大电,GFKd
殘,can2,歹戈戈,GFFd
殙,hun1,歹{卬左}七日,GVKd
殚,dan1,歹丷日十,GXEd
殛,ji2,歹了口又一,GBGd
殜,die2,歹世木,GHId
殝,zhen1,歹一夫禾,GGRd
殞,yun3,歹口貝,GONd
殟,wa4,歹日皿,GKMd
殟,wen1,歹日皿,GKMd
殟,wu4,歹日皿,GKMd
殠,chou4,歹自犬,GTJd
殡,bin4,歹宀亻工八,GWTd
殢,ti4,歹卄一儿冖巾,GHMd
殣,jin4,歹革二,GHEd
殤,shang1,歹𠂉日一⼓{两撇},GPSd
殥,yin2,歹宀一由八,GWTd
殦,diao1,歹鳥,GUnd
殧,jiu4,歹亠口小尤,GYJd
殨,hui4,歹口丄貝,GONd
殨,kui4,歹口丄貝,GONd
殩,cuan4,歹⺊夕又米,GLXd
殪,yi4,歹士冖一口䒑,GJXd
殫,dan1,歹口口日十,GOEd
殬,du4,歹罒土䒑十,GMEd
殭,jiang1,歹三田田,GIKd
殮,lian4,歹僉,GUqd
殯,bin4,歹宀一𣥂貝,GWNd
殰,du2,歹士罒貝,GJNd
殱,jian1,歹十戈非一,GEGd
殲,jian1,歹人人戈非一,GUGd
殳,shu1,殳,Qs
殴,ou1,匚㐅殳,FTQf
段,duan4,亻三殳,TIQs
殶,zhu4,丶王殳,WEQs
殷,yan1,𠂆彐𠃌殳,RBBQ
殷,yin1,𠂆彐𠃌殳,RBBQ
殷,yin3,𠂆彐𠃌殳,RBBQ
殸,qing4,士𠃜殳,JDQs
殹,yi4,匚矢殳,FPQf
殺,sha1,㐅朩殳,TIQi
殻,qiao4,士冖几殳,JQQQ
殼,ke2,士冖一几殳,JQQQ
殼,qiao4,士冖一几殳,JQQQ
殽,yao2,㐅𠂇⺝殳,THQi
殾,xun4,耂日殳,JKQs
殿,dian4,尸龷八殳,DHTQ
毀,hui3,臼土殳,UJQj
毁,hui3,臼工殳,UIQj
毁,hui4,臼工殳,UIQj
毂,gu3,士冖车殳,JQFQ
毃,qiao1,亠口冂口殳,YOOQ
毄,ji1,車口殳,JOQc
毅,yi4,立𧰨殳,YRQl
毆,ou1,匚口口口殳,FOQf
毇,hui3,臼米殳,UXQj
毈,duan4,{卬左}ソ卩⼂亻三殳,VXIQ
毉,yi1,匚矢殳工人人,FPUf
毊,xiao1,士𠃜殳夭口冂口,JDMO
毋,wu2,{母框}𠂇,CHu
毌,guan4,{毌框}十,CEu
母,mu3,母,Cm
毎,mei3,𠂉{母框}十,PCEu
每,mei3,𠂉母,PCm
毐,ai3,士{母框}𠂇,JCHu
毑,jie3,母也,CBem
毒,du2,龶母,ECm
毓,yu4,𠂉母亠厶𫶧,PCAV
比,bi3,比,Vb
比,bi4,比,Vb
毕,bi4,比十,VEub
毖,bi4,比心㇒,VRPb
毗,pi2,田比,KVbt
毘,pi2,田比,KVbt
毙,bi4,比歹匕,VGVb
毚,chan2,⺈口比⺈口儿丶,QOVW
毛,mao2,毛,Rm
毜,hao2,毛小,RCxm
毝,cai3,毛彡,RSsm
毞,pi2,比毛,VRmb
毟,lie3,𡭔㇒毛,CPRx
毠,jia1,力口毛,CORl
毡,zhan1,毛⺊口,RLOm
毢,sai1,毛西,RExm
毣,mao4,羽毛,CRmy
毣,mu4,羽毛,CRmy
毤,tuo4,八厶儿毛,TAVR
毥,xun2,毛勹日,RSKm
毥,xun4,毛勹日,RSKm
毦,er3,耳毛,HRme
毧,rong2,毛戈𠂇,RFHm
毨,xian3,毛𠂒儿,RPVm
毩,ju2,毛米,RXmm
毪,mu2,毛厶牛,RAPm
毫,hao2,亠口冖毛,YOQR
毬,qiu2,毛一氺丶,RGWm
毭,dou4,一口䒑毛,GOXR
毭,nuo4,一口䒑毛,GOXR
毮,sha1,扌𡭔㇒毛,FCPR
毯,tan3,毛火火,RXXm
毰,pei2,毛立口,RYOm
毱,ju2,毛勹米,RSXm
毲,duo1,又又又又毛,DDRo
毳,cui4,毛毛毛,RRRm
毴,bi1,毛非,RLfm
毵,san1,厶大彡毛,AFRi
毶,san1,毛厶大彡,RASm
毷,mao4,曰目毛,KNRm
毸,sai1,毛田心,RKRm
毸,sui1,毛田心,RKRm
毹,shu1,人一⺝刂毛,UGLR
毺,yu1,毛人一⺝刂,RULm
毻,tuo4,𠂇工⺝毛,HISR
毼,da1,日勹人𠃊毛,KSCR
毼,he2,日勹人𠃊毛,KSCR
毼,ke3,日勹人𠃊毛,KSCR
毽,jian4,毛⺕キ廴,RBBm
毾,ta4,日羽毛,KCRm
毿,san1,厶厶厶𠆢彡毛,AARi
氀,dou1,口十口女毛,OECR
氀,lv2,口十口女毛,OECR
氀,shu1,口十口女毛,OECR
氀,yu2,口十口女毛,OECR
氁,mu2,毛艹日大,RHFm
氂,li2,未攵厂毛,IPRw
氂,mao2,未攵厂毛,IPRw
氃,tong2,音土毛,YJRn
氄,rong3,矛冂八口毛,BMRm
氅,chang3,⺌冂口攵毛,NMPR
氆,pu3,毛䒑〢䒑日,RXKm
氇,,毛鱼日,RQKm
氈,zhan1,亠囗口日一毛,YNGR
氉,sao4,口口口木毛,OOIR
氊,zhan1,毛亠囗口日一,RYGm
氋,meng2,艹冖一豕毛,HQGR
氌,lu3,毛魚日,RQKm
氍,qu2,目目隹毛,NNTR
氎,die2,田田田宀夕一毛,KKRt
氏,shi4,{卬左}七,VFq
氐,di1,{卬左}七丶,VFWu
氐,di3,{卬左}七丶,VFWu
民,min2,巳七,DFqs
氒,jue2,{卬左}七十,VFEu
氓,mang2,亠𠃊巳七,YCDF
氓,meng2,亠𠃊巳七,YCDF
气,qi3,气,Pq
气,qi4,气,Pq
氕,pie1,气丿,PPuq
氖,nai3,气乃,PAnq
気,qi4,气㐅,PTiq
氘,dao1,气{介下},PTuq
氙,xian1,气山,PMvq
氚,chuan1,气川,PTcq
氛,fen1,气八刀,PTDq
氜,ri4,气日,PKvq
氜,yang2,气日,PKvq
氝,nei4,气冂人,PMUq
氞,nei4,气一冂人,PGUq
氟,fu2,气弓{介下},PDTq
氠,shen1,气申,PKsq
氡,dong1,气夂⺀,PVZq
氢,qing1,气ス工,PDIq
氣,qi4,气米,PXmq
氤,yin1,气囗大,PNFq
氥,xi1,气西,PExq
氦,hai4,气亥,PYhq
氧,yang3,气羊,PXyq
氨,an1,气宀女,PWCq
氩,ya4,气丌䒑,PHXq
氪,ke4,气古儿,PJVq
氫,qing1,气一巛工,PGIq
氬,ya4,气一{亞下},PGNq
氭,dong1,气木日,PIKq
氮,dan4,气火火,PXXq
氯,lv4,气⼹氺,PBAq
氰,qing2,气龶⺝,PESq
氱,yang3,气日一⼓{两撇},PKSq
氲,yun1,气日皿,PKMq
氲,yun2,气日皿,PKMq
氳,yun1,气囗人皿,PNMq
水,shui3,水,As
氵,shui3,氵,Zv
氶,cheng2,乛水,BAs
氶,zheng3,乛水,BAs
氶,zheng4,乛水,BAs
氷,bing1,丶水,WAs
永,yong3,丶水,WAs
氹,dang4,乙水,BAsi
氺,shui3,氺,As
氻,le4,氵力,ZCl
氼,mei4,水人,AUus
氼,ni4,水人,AUus
氽,tun3,𠆢水,UAs
氾,fan4,氵㔾,ZBu
氿,gui3,氵九,ZRj
汀,ting1,氵丁,ZEd
汁,zhi1,氵十,ZEu
求,qiu2,一氺丶,GAWu
汃,bin1,氵八,ZTu
汃,pa1,氵八,ZTu
汃,pa4,氵八,ZTu
汄,ze4,氵人,ZUu
汅,mian3,氵丂,ZEk
汆,cuan1,入水,VAsr
汇,hui4,氵匚,ZFf
汈,diao1,氵𠃌㇀,ZBGu
汉,han4,氵又,ZDo
汉,nv4,氵又,ZDo
汊,cha4,氵又丶,ZDWu
汋,zhuo2,氵勹丶,ZSWu
汌,chuan4,氵川,ZTc
汍,wan2,氵九丶,ZRWu
汎,fan4,氵凡,ZQa
汏,da4,氵大,ZFd
汏,tai4,氵大,ZFd
汐,xi1,氵夕,ZQx
汑,tuo1,氵㇒七,ZPFq
汒,mang2,氵亠𠃊,ZYCu
汒,mang3,氵亠𠃊,ZYCu
汓,qiu2,氵子,ZBz
汓,you2,氵子,ZBz
汔,qi4,氵𠂉乙,ZPBi
汕,shan4,氵山,ZMv
汖,chi2,山水,MAs
汖,pin4,山水,MAs
汗,han4,氵干,ZEg
汘,qian1,氵千,ZRq
汙,wu1,氵一{于下},ZGIu
汚,wu1,氵二㇉,ZECu
汛,xun4,氵⺄十,ZBEu
汜,si4,氵巳,ZDs
汝,ru3,氵女,ZCv
汞,gong3,工水,IAsg
江,jiang1,氵工,ZIg
池,chi2,氵也,ZBe
污,wu1,氵一丂,ZGEk
汢,tu5,氵土,ZJv
汣,jiu3,氵⺈丶,ZQWu
汤,tang1,氵𠄎{两撇},ZBSu
汥,ji4,氵十又,ZEDo
汥,zhi1,氵十又,ZEDo
汦,zhi3,氵{卬左}七,ZVFq
